브랜드,상호,창업비용
반반한명태가,(주)장보고푸드시스템,"120,140
(0.39)"
강릉장칼국수,(주)알에스푸드빌,"120,042
(0.39)"
후암편백,비스에프엔비,"119,900
(0.39)"
천하제일족발,(주)훌랄라,"119,750
(0.39)"
정코다리,(주)티.케이.피,"119,600
(0.39)"
생고기제작소,생고기제작소(주),"119,600
(0.39)"
경원해물찜아구찜,경원해물찜아구찜,"119,534
(0.39)"
연남숯불닭갈비,(주)디딤,"119,400
(0.39)"
692서서갈비,(주)에스이엔에프씨,"119,300
(0.38)"
진국본가,농업회사법인㈜진국본가,"119,300
(0.38)"
파파낙지,(주)테이스티컴퍼니,"119,125
(0.38)"
버섯잔치집,버섯잔치집,"119,050
(0.38)"
삼곱식당,삼곱푸드,"118,900
(0.38)"
청년보쌈,(주)엘에이치지,"118,600
(0.38)"
홍할매,(주)엘에이치지,"118,600
(0.38)"
해적면,(주)훌랄라,"118,600
(0.38)"
오리니,(주)엘에이치지,"118,600
(0.38)"
곱창민족,(주)엘에이치지,"118,600
(0.38)"
경성뼈대,(주)훌랄라,"118,600
(0.38)"
우스타,(주)엘에이치지,"118,600
(0.38)"
쫄삼예찬,(주)엘에이치지,"118,600
(0.38)"
정손식당,(주)엘에이치지,"118,600
(0.38)"
조선푸줏간,(주)훌랄라,"118,600
(0.38)"
수육신,(주)엘에이치지,"118,600
(0.38)"
황찜,(주)훌랄라,"118,600
(0.38)"
조선비빔,(주)훌랄라,"118,600
(0.38)"
아낌없이 주는 진미찜&탕,진미찜&탕,"118,500
(0.38)"
양철식당,(주)와이앤씨코리아,"118,500
(0.38)"
참이맛감자탕,(주)참이맛,"118,500
(0.38)"
월홍갈비,제이원푸드(주),"118,350
(0.38)"
꺼먹지명태조림,꺼먹지황태식품,"118,300
(0.38)"
이씨네푸줏간,이씨네푸줏간,"118,300
(0.38)"
명태밥상,명태밥상,"118,300
(0.38)"
반달전집,(주)디딤,"118,300
(0.38)"
시골애,(주)시골애,"117,700
(0.38)"
홍춘천,(주)훌랄라,"117,600
(0.38)"
족발쌀롱,족발쌀롱,"117,500
(0.38)"
면채반,(주)면채반,"117,400
(0.38)"
아구신랑콩나물색시,아콩수산,"117,400
(0.38)"
석쇠꾼,(주)휴링크에프씨,"117,400
(0.38)"
더도이축산직영점,(주)더도이종가집,"117,400
(0.38)"
도도랑,(유)도도랑,"117,350
(0.38)"
고래식당,(주)디딤,"117,255
(0.38)"
고래감자탕,(주)디딤,"117,255
(0.38)"
북창동순두부,(주)디코레,"117,200
(0.38)"
리가든다옴,리가든송천점,"117,200
(0.38)"
문창식갈비탕,(주)문창식,"117,200
(0.38)"
경성일번가,리가든송천점,"117,200
(0.38)"
진도리 닭도리탕,진도리F&B.CO,"117,200
(0.38)"
유가솜씨닭갈비,맛모아식품,"117,150
(0.38)"
현대옥,현대옥프랜차이즈,"117,005
(0.38)"
가얏골감자탕,지앤지푸드,"116,600
(0.38)"
광수네곱창&해장국,(주)장인푸드,"116,600
(0.38)"
조s해물포차,조스해물포차,"116,520
(0.38)"
김프로부대찌개,혜담,"116,300
(0.38)"
혼밥대장,(주)원더파트너스,"116,300
(0.38)"
마앤약감자탕해장국,청진동해장국,"116,300
(0.38)"
놀부보쌈족발,(주)놀부,"116,292
(0.38)"
진명인면옥,(유)명인푸드,"116,290
(0.38)"
목촌국민삼겹,(주)행운식품,"116,150
(0.37)"
하수련주왕산삼계탕,주왕산삼계탕부산경남본부,"116,000
(0.37)"
송정,(주)홍푸드,"116,000
(0.37)"
사랑채애,에프앤에스(주),"115,700
(0.37)"
이태원더고깃집,이태원더고깃집,"115,550
(0.37)"
명동칼국수샤브샤브,(주)명동,"115,500
(0.37)"
강촌식당,(주)이바돔,"115,300
(0.37)"
함양옻닭,함양옻닭,"115,300
(0.37)"
남도연,(주)남도푸드,"115,250
(0.37)"
수향그릴면가여름도겨울,제니스푸드시스템,"115,220
(0.37)"
왕뼈사랑,(주)오늘애,"115,200
(0.37)"
원할머니,원앤원(주),"115,121
(0.37)"
황금식당,(주)디딤,"115,055
(0.37)"
좋구먼반상,(주)맛있는상상,"115,050
(0.37)"
폭풍갈비,(주)대자푸드,"115,000
(0.37)"
전준수명품청기와감자탕,다니엘푸드,"115,000
(0.37)"
한림돈가,(주)네오플레이트,"115,000
(0.37)"
임창정의 대단한갈비,(주)예스아이엠패밀리,"114,630
(0.37)"
허재영의 묵사발,(주)다람쥐할머니에프씨,"114,585
(0.37)"
스테이크&부대찌개브라더스,(주)이도감농업회사법인,"114,400
(0.37)"
오매족,(주)오매족서면본점,"114,300
(0.37)"
제주양가네해물한상,(주)핵가족,"114,200
(0.37)"
숙성의미,㈜미담누리,"114,100
(0.37)"
감자탕의 거인,우리가메뉴코칭,"114,100
(0.37)"
손문대구막창갈매기살,(주)손문에프앤씨,"114,070
(0.37)"
흑백집,(주)에스엘에프앤비,"114,040
(0.37)"
홍대칼국수와족발,(주)다온에프엔비,"113,900
(0.37)"
한옥마을전주비빔밥,(주)풍년에프씨,"113,850
(0.37)"
숯칼손칼국수,엠제이더블유(주),"113,650
(0.37)"
소문난대구왕뽈찜,소문난대구왕뽈찜,"113,520
(0.37)"
최정규 팔당 원조 칼제비 보쌈,씨앤에스푸드(C&SFOOD),"113,342
(0.37)"
대건명가,프론티어F&B,"113,300
(0.37)"
육마니 옛날전통육개장,육마니(주),"113,300
(0.37)"
오륙칼국수,약콩세가,"113,100
(0.36)"
화요옥,(주)인화에프엔비,"113,100
(0.36)"
신의한순대국밥,(주)모두에프엔씨,"113,000
(0.36)"
문어부인삼교비,(주)문삼에프앤비,"113,000
(0.36)"
내조국국밥,(주)내조국국밥,"113,000
(0.36)"
번지농장돌판아구찜,유한회사번지농장푸드,"113,000
(0.36)"
전복서커스,(주)핵가족,"112,704
(0.36)"
시루향기,(주)향기나는사람들,"112,650
(0.36)"
본설렁탕,본아이에프(주),"112,560
(0.36)"
꽃차돌,제이에스푸드(JS푸드),"112,550
(0.36)"
강학구참국밥,강학구참국밥,"112,300
(0.36)"
타도삼겹,(주)고민하는사람들,"112,300
(0.36)"
쭈소반,(주)쭈소반,"112,300
(0.36)"
면장수,면장수,"112,000
(0.36)"
돈애반해,(주)푸드로,"112,000
(0.36)"
미식가의구이,(주)태인에프앤비,"111,900
(0.36)"
나무꾼이야기,(주)나무꾼이야기,"111,800
(0.36)"
수왕초장집,(주)장집,"111,726
(0.36)"
대장부,엠투(M2)컴퍼니,"111,700
(0.36)"
김형제고기의철학,(주)킴스브라더스,"111,700
(0.36)"
더자반(The자반),(유)더자반,"111,550
(0.36)"
나루국밥,(주)티온,"111,550
(0.36)"
유장춘 닭개장,(주)제이씨씨푸드,"111,350
(0.36)"
닭불92,(주)이바돔,"111,220
(0.36)"
명태골,명태골,"111,150
(0.36)"
대독장,비투에스(주),"111,100
(0.36)"
와촌식육식당,(주)와촌본가,"111,070
(0.36)"
육첩반상,(주)대세에프엔비,"111,020
(0.36)"
육미트(6Meat),찬우축산(주),"111,000
(0.36)"
우등생,(주)육쌈,"111,000
(0.36)"
김선하의 닭갈비 궁중누룽지탕,김선하의닭갈비,"110,900
(0.36)"
용덕장코다리,용덕장코다리,"110,835
(0.36)"
대가야삼계탕,(주)대가야,"110,640
(0.36)"
주왕산삼계탕,(주)대가야,"110,640
(0.36)"
황금곱창,(주)더황금푸드,"110,600
(0.36)"
콩밭뜰,콩밭뜰,"110,600
(0.36)"
봉추찜닭,㈜봉추푸드시스템,"110,435
(0.36)"
"심스조개전골,칼국수","심's조개전골,칼국수","110,320
(0.36)"
맨도롱국수,(주)에이티컴퍼니,"110,300
(0.36)"
삼겹촌놈,솔담,"110,250
(0.36)"
백철판0410,(주)더본코리아,"110,160
(0.36)"
대한국밥,(주)더본코리아,"110,150
(0.36)"
신교령사골순대국,(주)신교령에프앤비,"110,000
(0.35)"
고향옥얼큰순대국,(주)더맛있는생각,"110,000
(0.35)"
맛존매콤닭불고기,맛존매콤닭불고기,"109,800
(0.35)"
송화삼계탕&닭갈비,(주)송화컴퍼니,"109,700
(0.35)"
두리맛감자탕,(주)두리맛푸드,"109,700
(0.35)"
조홍재 고기대군,고기대군,"109,700
(0.35)"
불고기브라더스 키친,(주)이도감농업회사법인,"109,670
(0.35)"
불고기브라더스 도시락점방,(주)이도감농업회사법인,"109,670
(0.35)"
골목고기,(주)뿌리와열매,"109,550
(0.35)"
원조전통명가 통큰할매순대국,(주)세븐하베스트,"109,500
(0.35)"
주인이직접고운진짜갈비탕,나도갈비탕,"109,250
(0.35)"
삼환축산,(주)쓰리티에이치이,"109,200
(0.35)"
통뼈감자탕,농업회사법인(주)자연식품,"109,150
(0.35)"
문삼이,(주)경청에프씨,"109,010
(0.35)"
서서방 숯불닭갈비 돼지갈비,서서방숯불닭갈비,"109,010
(0.35)"
청양일초,(주)청해,"108,980
(0.35)"
삼청동샤브,(주)삼청동,"108,908
(0.35)"
지호한방삼계탕,(주)지호,"108,900
(0.35)"
군산오징어,(주)산무리,"108,880
(0.35)"
김윤미전복삼계탕,센텀F&C,"108,800
(0.35)"
돌깨마을 맷돌순두부,(주)자연가득,"108,750
(0.35)"
오라이 숯불닭갈비,(주)자연가득,"108,750
(0.35)"
방태막국수,(주)북촌사람들,"108,670
(0.35)"
따봉시래기,따봉시래기,"108,600
(0.35)"
떡가게 종춘,(주)종춘에프앤비,"108,450
(0.35)"
봉춘회관,농부의마음,"108,380
(0.35)"
아빠곰탕,(주)프레솔,"108,200
(0.35)"
쏘주에 삼겹살 208全,쏘삼돼지208,"108,150
(0.35)"
이북만두락원,(주)락원에프앤비,"108,050
(0.35)"
박가부대,원앤원(주),"107,993
(0.35)"
설담재,홈메이드푸드,"107,900
(0.35)"
사위식당,(주)오아시스에프앤비,"107,850
(0.35)"
두총각 닭갈비,두총각춘천닭갈비,"107,806
(0.35)"
고을래이베리코흑돼지,(주)미락에프씨,"107,745
(0.35)"
강씨가문의족발,꿈을삶는사람들,"107,600
(0.35)"
더담 부대찌개,(주)더맛,"107,600
(0.35)"
정남옥,(주)정남옥에프앤씨,"107,545
(0.35)"
대식가2900,(주)태인에프앤비,"107,500
(0.35)"
한국밥,(주)굳길,"107,390
(0.35)"
가마깨비,(주)솔푸드,"107,300
(0.35)"
목구멍,(주)팀브로,"107,250
(0.35)"
화성옥,화성옥,"107,250
(0.35)"
깍두기,깍뚜기바비큐,"107,000
(0.35)"
만족오향족발,(주)만점족,"106,950
(0.35)"
낙지애가,(주)엠케이우성,"106,950
(0.35)"
차돌풍,농부의마음,"106,840
(0.34)"
목촌나주곰탕왕갈비탕,(주)행운식품,"106,800
(0.34)"
닭갈비제작소,(주)닥인흥업,"106,700
(0.34)"
맛있는 고기에 솜씨를 더하다,(주)더하다F&C,"106,700
(0.34)"
류가본가,(주)류가본가,"106,500
(0.34)"
불란다쭈꾸미,(주)행운식품,"106,500
(0.34)"
목촌사골돼지국밥,(주)행운식품,"106,500
(0.34)"
갈비에 빠지다,갈비에빠지다,"106,400
(0.34)"
더짱터,에프에스알,"106,200
(0.34)"
옹아리벌교꼬막,(주)옹아리제이에스유통,"106,200
(0.34)"
한동길전통감자탕,한동길식품,"106,150
(0.34)"
킹콩부대찌개,(주)에스엘에프앤비,"106,150
(0.34)"
사계진미 숯불닭갈비,(주)준인터(JunInter),"105,900
(0.34)"
금화왕돈까스,(주)다함컴퍼니,"105,775
(0.34)"
본세이로무시,(주)영주본푸드,"105,760
(0.34)"
서울편백찜,(주)서울편백찜,"105,509
(0.34)"
행복한도야지,겸손한사람들,"105,500
(0.34)"
제이브이엘(JVL)부대찌개,(주)제이브이엘,"105,375
(0.34)"
신송자 신마산 식당,(주)신송자신마산,"105,300
(0.34)"
정온달집,(주)밥재이,"105,300
(0.34)"
메밀고개 시골막국수,메밀고개푸드(주),"105,300
(0.34)"
순탄고기,순탄고기,"105,150
(0.34)"
삼원돈,(주)조은세상에프엔씨,"104,800
(0.34)"
장인미역,(주)호인푸드,"104,550
(0.34)"
백그릇국밥,셰프공간컴퍼니(주),"104,550
(0.34)"
황금돈맛,(주)맛뜰,"104,500
(0.34)"
유케야,(주)야푸드,"104,500
(0.34)"
무한샤브샤브버섯나라,무한버섯나라,"104,500
(0.34)"
김영화부대찌개,김영화부대찌개,"104,200
(0.34)"
일품대가삼계탕,일품대가삼계탕,"104,200
(0.34)"
진짜배기명태촌,(주)행복가득,"104,000
(0.34)"
김영희동태찜&코다리냉면,(주)해피푸드,"104,000
(0.34)"
무국식탁편백집,(주)무국식탁,"103,969
(0.34)"
한달음숯불구이,유한회사한달음에프앤비,"103,753
(0.33)"
조선육개장38,조선38육개장,"103,750
(0.33)"
신정골,(주)신정푸드,"103,700
(0.33)"
THE진국,(주)섬김과나눔,"103,550
(0.33)"
자성화 맛집 코다리네,(주)자성화,"103,510
(0.33)"
THE 팔당,(주)더광일푸드,"103,450
(0.33)"
놀부부대찌개,(주)놀부,"103,343
(0.33)"
한가네숯불닭갈비,(주)한경코퍼레이션,"103,282
(0.33)"
가장맛있는족발,(주)가장맛있는족발,"103,200
(0.33)"
부대장,(주)훌랄라,"103,100
(0.33)"
"소담애 족발,보쌈",(주)에브릿,"103,100
(0.33)"
자박갈비,(주)자박에프엔비,"103,100
(0.33)"
1005고릴라스테이크삼겹,스테이크삼겹,"102,900
(0.33)"
양평서울해장국 큰아들집,(주)정금F&C,"102,900
(0.33)"
본스튜,(주)식스텐비즈,"102,900
(0.33)"
1967 삼대 서울곱창,(주)케이에스피에프앤비,"102,900
(0.33)"
전주24시자연담은 노랑콩,케이알푸드,"102,800
(0.33)"
참토우,(주)참토우,"102,400
(0.33)"
동양백반,딜리셔스피플,"102,350
(0.33)"
육콩,(주)육콩푸드,"102,220
(0.33)"
고기싸롱,(주)행복한상상에프앤비,"102,150
(0.33)"
살아있네아구,(주)리안,"102,020
(0.33)"
더만족,더만족,"101,900
(0.33)"
제주면장,(주)북촌사람들,"101,800
(0.33)"
모심 임가네해물촌,임가네해물촌,"101,800
(0.33)"
대부면가 우리밀칼국수,대부면가fc,"101,600
(0.33)"
진한설렁탕담다,(주)놀부,"101,554
(0.33)"
쭈꾸미시스터즈,(주)제이알에프앤씨,"101,500
(0.33)"
황해수육,황해푸드,"101,440
(0.33)"
나이스투미츄,아이에스크리에이티브,"101,420
(0.33)"
쭈꾸미블루스,(주)펀투비위드,"101,275
(0.33)"
흑돼지 삼백식당,정상FC,"101,200
(0.33)"
길 세이로무시,케이제이(주),"101,200
(0.33)"
무원골 흑돈대패,정상FC,"101,200
(0.33)"
고기굽는방앗간,(주)행복한상상에프앤비,"101,150
(0.33)"
도둑고기,(주)행복한상상에프앤비,"101,150
(0.33)"
본죽&비빔밥cafe,본아이에프(주),"101,010
(0.33)"
조가네갑오징어,(주)조앤이푸드,"101,000
(0.33)"
쉐프밀(chefmeal),(주)푸드감동을주다,"100,900
(0.33)"
육수당,(주)에이치디푸드,"100,850
(0.33)"
부산아지매국밥,(주)제이엘푸드,"100,750
(0.33)"
소제이,소제이,"100,700
(0.32)"
Tasty bro PORK,포크본점,"100,670
(0.32)"
조선팔도,(주)조선팔도,"100,450
(0.32)"
삼육가珍,(주)레블스,"100,448
(0.32)"
오복오봉집,(주)조은음식드림,"100,100
(0.32)"
족장,(주)아이에프그룹,"100,000
(0.32)"
남도복국,(주)남도가,"99,820
(0.32)"
마녀가 만든 족발,제이에이치푸드(주),"99,800
(0.32)"
생돈우리,(주)생돈우리,"99,735
(0.32)"
제주흑다돈 왕족발,영농조합법인돈마유통,"99,650
(0.32)"
제주와홍돼지,T/H푸드,"99,600
(0.32)"
때깔,T/H푸드,"99,600
(0.32)"
본가어탕,본가어탕,"99,600
(0.32)"
이성원 쉐프의 청년감자탕 순대국,이성원쉐프의청년감자탕,"99,567
(0.32)"
한상에소두마리,㈜한상에소두마리,"99,500
(0.32)"
떡미당,㈜만풍농헙회사법인,"99,300
(0.32)"
새마을식당,(주)더본코리아,"99,080
(0.32)"
택이네,양심,"98,850
(0.32)"
본건강한상,본푸드서비스(주),"98,847
(0.32)"
약방불백,(주)오경,"98,800
(0.32)"
원가회관,(주)디아이디코리아,"98,800
(0.32)"
제주울어멍해장국,(주)바론에프앤비,"98,700
(0.32)"
보승회관,보승FC,"98,670
(0.32)"
팔색삼겹살,(주)8푸드,"98,600
(0.32)"
사백집 서울대패,(주)길품에프엔비,"98,500
(0.32)"
고기바보,디티푸드,"98,500
(0.32)"
미스터오징어,미스앤미스터㈜,"98,500
(0.32)"
강남대패&샤브,(주)나이스패밀리,"98,370
(0.32)"
부산칠칠집,(주)더쉐프,"98,150
(0.32)"
신성아구찜,정가네신성아구찜,"98,150
(0.32)"
굴마을낙지촌,(주)두둑한행복,"98,010
(0.32)"
꽃송이버섯샤브만두,아미코팜(주)농업회사법인,"98,000
(0.32)"
밤새먹소,(주)다자레코리아,"97,950
(0.32)"
강릉엄지네꼬막집,더블에스푸드(주),"97,950
(0.32)"
양파이,(주)호박패밀리,"97,900
(0.32)"
자갈치식당,(주)오리엔탈썬,"97,850
(0.32)"
매취랑,현진에프앤씨(HyeonjinF&C),"97,710
(0.32)"
김진오 김실장왕족발,서남시장김실장왕족발,"97,700
(0.32)"
삼대족발,(주)다담푸드,"97,535
(0.31)"
고기극찬,고기극찬,"97,430
(0.31)"
백성고기집,와이제푸드,"97,430
(0.31)"
돈가네김치찌개,(주)에프앤씨돈가네,"97,400
(0.31)"
한고집복국,(주)한고집,"97,400
(0.31)"
배불뚝집,(유)토암,"97,400
(0.31)"
두둑한샤브칼국수,(주)두둑한행복,"97,260
(0.31)"
고소한술도둑 동래막창,제이엠글로벌,"97,250
(0.31)"
줄벼락,(주)줄벼락,"96,940
(0.31)"
한솥,(주)한솥,"96,910
(0.31)"
평규술집,(주)평규술집,"96,875
(0.31)"
조미료를넣지않은참마마된장,(주)마마에프앤비,"96,850
(0.31)"
곰작골나주곰탕,(주)혜윰에프엔비,"96,800
(0.31)"
노마세야매운갈비찜,(주)노마세야컴퍼니,"96,700
(0.31)"
미소연곰탕집,(주)전설,"96,600
(0.31)"
다찜,다찜민락점,"96,600
(0.31)"
율이육땅,율이육땅,"96,600
(0.31)"
신의주찹쌀순대,(주)거성푸드,"96,570
(0.31)"
곱테랑,코리안브라더,"96,564
(0.31)"
호랭이곱창,(주)디딤,"96,500
(0.31)"
차돌육미,(주)베스트에프앤씨,"96,500
(0.31)"
전주팔미콩나물국밥,(주)베스트에프앤씨,"96,500
(0.31)"
어찬바다해물찜,부산창업앤,"96,490
(0.31)"
제주산방식당,산방에프앤비(주),"96,300
(0.31)"
이태리부대찌개,(주)지니어스,"96,160
(0.31)"
보고싶다,(주)에스에이치,"96,160
(0.31)"
조방낙지,(주)디에이치푸드,"96,000
(0.31)"
대독장,(주)새인,"95,950
(0.31)"
대독장,(주)제니스에프앤비,"95,950
(0.31)"
진송추어탕,(주)우림에프씨,"95,900
(0.31)"
경산한여사네,한여사에프앤비(F&B),"95,568
(0.31)"
육백집 서울고깃집,(주)길품에프엔비,"95,500
(0.31)"
팔백집,(주)길품에프엔비,"95,500
(0.31)"
명품에프앤비,(주)명품에프앤비,"95,500
(0.31)"
이화수전통육개장,이화수(주),"95,500
(0.31)"
탁사발 두부공방,(주)장인공방,"95,500
(0.31)"
크라운 닭발,크라운닭발,"95,400
(0.31)"
38선 넘은 짱닭,38선넘은짱닭,"95,400
(0.31)"
김연수소갈비살,(주)긍정플러스,"95,350
(0.31)"
우아한 발요리 봉족발,봉족발,"95,200
(0.31)"
한패,(주)보성녹돈,"95,200
(0.31)"
신의주부대찌개,미트준,"95,170
(0.31)"
본래순대,(주)도드람에프씨,"95,090
(0.31)"
서민반찬,서민반찬,"94,950
(0.31)"
국민수육국밥&막국수,(주)썬푸드,"94,870
(0.31)"
큰정할매순대국,(주)휴앤지,"94,860
(0.31)"
파주닭국수,(주)송정푸드,"94,850
(0.31)"
유가네닭갈비,(주)바이올푸드글로벌,"94,850
(0.31)"
조선양평해장국,조선양평해장국,"94,650
(0.31)"
무쇠쫄갈비,(주)더브로즈,"94,600
(0.31)"
봉할매김치찌개불백,(주)씨앤에이치코퍼레이션,"94,600
(0.31)"
명사순대,(주)명사에프엠,"94,550
(0.31)"
샤브보트,(주)채선당,"94,536
(0.31)"
전주생구이,(주)다가본,"94,524
(0.31)"
한결통아구찜,한결프렌차이즈,"94,400
(0.30)"
명태천국 명태조림감자탕,다렘식품,"94,400
(0.30)"
인더그릴이백프로,돈토리,"94,400
(0.30)"
류아저씨의화동생갈비,(주)가연푸드,"94,300
(0.30)"
엉클족,베이직푸드(주),"94,200
(0.30)"
상도늘보리,(주)늘보리에프앤씨,"94,100
(0.30)"
조이박꽃도새기,조이박푸드,"94,100
(0.30)"
아랑고기국수,아랑고기국수,"94,100
(0.30)"
자연갈비,농업회사법인제이제이푸드시스템(주),"94,100
(0.30)"
육분삼십,(주)편백가,"94,100
(0.30)"
토정삼계탕,(주)우리모메,"94,050
(0.30)"
놀부화덕족발,(주)놀부,"93,962
(0.30)"
교동면옥,(주)교동F&B,"93,950
(0.30)"
청년순대국,(주)브랜드그라운드,"93,680
(0.30)"
더맛있는족발보쌈,더족푸드,"93,630
(0.30)"
한양장터국밥,(주)화인에프앤비,"93,500
(0.30)"
123막창,(주)123푸드,"93,500
(0.30)"
두부품은육개장,두부품은육개장,"93,300
(0.30)"
뜨끈이 감자탕,(주)엘엔미트,"93,300
(0.30)"
이여곰탕,(주)이여,"93,258
(0.30)"
안흥갈비,(주)안흥갈비,"93,200
(0.30)"
한방전주콩나물국밥,(주)한사랑푸드,"93,200
(0.30)"
해물감자탕,해물감자탕,"93,050
(0.30)"
육갈탕,(주)와이케이푸드,"93,000
(0.30)"
로꼬로꼬,로꼬로꼬,"92,760
(0.30)"
뼈대장,(주)웅장한식탁,"92,675
(0.30)"
한방서원갈비,(주)디저트팩토리,"92,500
(0.30)"
생극해장국,(주)에스컴퍼니,"92,500
(0.30)"
국가대패,(주)엉터리,"92,100
(0.30)"
육소단,육소단,"92,100
(0.30)"
형제들 감자탕,(주)고을식품,"92,010
(0.30)"
송담추어탕,(주)송담,"92,000
(0.30)"
계연탄,(주)다함컴퍼니,"91,900
(0.30)"
꼬치마요,(주)다함컴퍼니,"91,900
(0.30)"
언양닭칼국수,SSF&C,"91,900
(0.30)"
안동본가국밥,(주)두웰푸드,"91,850
(0.30)"
제주고깃집,에스엠푸드,"91,550
(0.30)"
교동전선생,(주)교동,"91,500
(0.30)"
백스비빔밥,(주)더본코리아,"91,500
(0.30)"
산촌신쭈꾸미,(주)디비홀딩스,"91,400
(0.29)"
손큰국밥,율푸드,"91,300
(0.29)"
택이네 조개전골,(주)택이네,"91,300
(0.29)"
명태어장,케이더블유에프,"91,300
(0.29)"
쉐프삼촌,(주)쿡피플,"91,300
(0.29)"
정선애곤드레밥,종로푸드시스템(주),"91,105
(0.29)"
팔팔,(주)훤,"91,100
(0.29)"
문숙이미나리식당,(주)제이앤에이치씨,"91,100
(0.29)"
선어도,㈜차차,"90,800
(0.29)"
착한명태,케이더블유에프,"90,600
(0.29)"
홍(紅)석정원,홍석정원,"90,590
(0.29)"
일호감자탕,일호협동조합,"90,510
(0.29)"
화통삼,(주)행복한상상에프앤비,"90,450
(0.29)"
갈비오브미,퍼스트프랜차이즈,"90,340
(0.29)"
노랑물고기,노랑물고기,"90,310
(0.29)"
고기소,(주)다산푸드,"90,310
(0.29)"
압구정 부대찌개&닭갈비,(주)한울,"90,280
(0.29)"
임창정세겹살,(주)하그사,"90,160
(0.29)"
오늘은 쭈꾸미,오늘은쭈꾸미,"90,000
(0.29)"
만권화밥,(주)만권,"90,000
(0.29)"
본토배기,남궁가족발보쌈,"90,000
(0.29)"
연암곱창,(주)호닭에프엔비,"90,000
(0.29)"
진아구,(주)미트더석세스,"90,000
(0.29)"
MNFK 양정 명동찌개마을,양정명동찌개마을,"90,000
(0.29)"
철순이네김치찌개,(주)박앤박,"90,000
(0.29)"
갈비애드림,(주)탐라드림,"89,920
(0.29)"
갈비애드림,(주)탐라드림,"89,920
(0.29)"
엄마가떴다,장모님이떴다,"89,900
(0.29)"
다깡,다감,"89,600
(0.29)"
무쏘,(주)유엔아이에프씨,"89,400
(0.29)"
조춘식동태탕찜,(주)조앤비컨설팅,"89,350
(0.29)"
천하제일숯불갈비,창업드림푸드,"89,350
(0.29)"
쪽찌,(주)마더푸드,"89,200
(0.29)"
대관령양푼이동태찌개,대관령푸드,"89,197
(0.29)"
춘천중앙로숯불닭갈비,중앙식품,"89,050
(0.29)"
무한정차돌,㈜캔푸드,"89,020
(0.29)"
순례국밥,순례국밥,"89,000
(0.29)"
순대실록,(주)희스토리푸드,"89,000
(0.29)"
손군부대찌개,에스디에이치푸드,"88,900
(0.29)"
지환이네왕족발,지환이네왕족발,"88,800
(0.29)"
소곰집,우진정육상회,"88,800
(0.29)"
무봉리토종순대국,무봉리토종순대국체인본부,"88,800
(0.29)"
양철북,(주)마시명가,"88,800
(0.29)"
"고기,원칙",(주)반반한행복,"88,770
(0.29)"
김치도가,(주)한울김치도가,"88,735
(0.29)"
짚신매운갈비찜,(주)음식생각,"88,680
(0.29)"
뚱삼이와대삼이,(주)엠지에이치,"88,600
(0.29)"
방일해장국,(주)방일에프씨,"88,600
(0.29)"
양스부대찌개,(주)양스부대찌개,"88,600
(0.29)"
더수상한막창,수상한막창,"88,600
(0.29)"
거부기식당,(주)남도푸드,"88,570
(0.29)"
웰미가,(주)웰미가베스트푸드,"88,433
(0.29)"
전현주식당,(주)미설렘,"88,360
(0.29)"
남기남 부대찌개,(주)남기남,"88,350
(0.29)"
이동근선산뒷고기,근푸드시스템,"87,900
(0.28)"
