브랜드,상호,창업비용
큰집아저씨,(주)프랜몬스터,"87,850
(0.28)"
단골손님,(주)단골손님,"87,800
(0.28)"
맨날국수,(주)연우디자인,"87,800
(0.28)"
88선수촌,(주)미담제작소,"87,700
(0.28)"
153포인츠(POINTZ),(주)에스엔알푸드,"87,510
(0.28)"
샤브쌈주머니,위드몬,"87,500
(0.28)"
놀부숯불애장닭,(주)놀부,"87,216
(0.28)"
숯겹살집,㈜숯겹살,"87,000
(0.28)"
대구아지:야 0530,대구본에프앤씨,"87,000
(0.28)"
완산골명가,(주)더드림에프에스,"86,960
(0.28)"
육해공통바베큐,(주)포트리스,"86,950
(0.28)"
고씨네 고추장 찌개,고씨네고추장찌개,"86,950
(0.28)"
바푸리죽앤즙,(주)비피알,"86,900
(0.28)"
Girin The 매운갈비찜,기린더매운갈비찜,"86,700
(0.28)"
효자동 순대,(주)효자푸드,"86,490
(0.28)"
강화통통 생고기,(주)강통에프앤비,"86,450
(0.28)"
한양껍데기,(주)프로그에프앤비,"86,400
(0.28)"
나능이,유정티앤에프(주),"86,350
(0.28)"
1967정남순서울곱창,정남순서울곱창에프엔비,"86,250
(0.28)"
천하대창군,(주)천하에프앤비,"86,200
(0.28)"
인생해장국,(주)인화티에프에스,"86,110
(0.28)"
백번가코다리,백번가코다리,"86,000
(0.28)"
돈오락쪽갈비,(주)지강푸드,"85,850
(0.28)"
안녕숯불,(주)올리브푸드,"85,850
(0.28)"
새벽네시반,새벽네시반,"85,800
(0.28)"
족제소,(주)자작나무형제들,"85,774
(0.28)"
이서면장국수잘하는집,농업회사법인(주)장토,"85,740
(0.28)"
팔덕식당,MS푸드,"85,720
(0.28)"
돼지청문회,돼지청문회본사돼지청문회축산,"85,600
(0.28)"
가마실감자탕,(주)가마실푸드,"85,600
(0.28)"
마포옥,(주)디딤,"85,575
(0.28)"
대박통,대박통,"85,410
(0.28)"
용추골미궁순대,칠연푸드시스템,"85,400
(0.28)"
신의계시,(주)포앤씨,"85,200
(0.27)"
통부심,통부심,"85,150
(0.27)"
진고집동해동태탕&냉면,(주)진고집,"85,050
(0.27)"
돈갈비,(주)현백,"85,050
(0.27)"
김명자낙지마당,(주)김명자,"84,950
(0.27)"
1992 남산식당,(주)에스엠제이컴퍼니,"84,950
(0.27)"
족발3시30분,(주)타임에프앤씨,"84,928
(0.27)"
곽만근찐주막,푸드마스터트레이딩(FMT),"84,890
(0.27)"
낙곱새미장원,낙곱새미장원,"84,860
(0.27)"
원조명품진갈비,(주)지케이홀딩스,"84,830
(0.27)"
킹스덮밥(King's 덮밥),(주)현쿡,"84,800
(0.27)"
돼지코생곱창갈비,(주)돼지코푸드,"84,765
(0.27)"
흥부찜닭,(주)놀부,"84,753
(0.27)"
값질갈비,제이코퍼레이션유한책임회사,"84,750
(0.27)"
진수곱창,(주)제이에스푸드,"84,700
(0.27)"
양마니순대곱창,양마니푸드,"84,600
(0.27)"
전초전,(주)더불어함께하는세상,"84,600
(0.27)"
갈비씨,(주)남강푸드시스템,"84,600
(0.27)"
국가대표진짜배기,모심푸드,"84,500
(0.27)"
청천그집쭈꾸미,청천그집쭈꾸미,"84,500
(0.27)"
불백어게인,밥상편지푸드,"84,400
(0.27)"
탕대장,한솔식품,"84,173
(0.27)"
해운대31cm해물칼국수,(주)미스터탁누들,"84,070
(0.27)"
등뼈가,(주)푸드윈,"84,000
(0.27)"
왕건이감자탕,(주)푸드윈,"84,000
(0.27)"
본동네 추어탕,(주)푸드윈,"84,000
(0.27)"
연남물갈비,(주)티에스케이패밀리,"83,950
(0.27)"
남천집,(주)브로컴퍼니,"83,950
(0.27)"
신정만국밥,신정만국밥,"83,850
(0.27)"
또와유 명태간장조림,(주)해오름에프에스,"83,600
(0.27)"
삼시세때,(주)국보푸드시스템,"83,600
(0.27)"
가마솥국밥.보쌈,(주)도시방앗간,"83,510
(0.27)"
밥엔청국장,(주)맛있는상상,"83,500
(0.27)"
역전국밥,(주)역전푸드,"83,400
(0.27)"
뒷고기회관,(주)저스트컴퍼니,"83,400
(0.27)"
고덕갈비,고덕갈비,"83,400
(0.27)"
능이와백숙,능이와백숙,"83,400
(0.27)"
철뚝집,(주)브라더푸드시스템,"83,300
(0.27)"
육회브라더스,토니앤컴퍼니인터내셔널,"83,300
(0.27)"
30년 할매 닭발,(주)제주앤코리아,"83,180
(0.27)"
아라가야,아라가야냉면석쇠불고기,"83,163
(0.27)"
김순덕원조부안집,(주)신근식푸드,"83,100
(0.27)"
천년설렁탕,(주)라이또에프앤씨,"82,950
(0.27)"
해물꽃돈,(주)해물꽃돈,"82,822
(0.27)"
1일족발,디앤디코리아,"82,800
(0.27)"
강봉수인 간큰갈비,간큰갈비,"82,750
(0.27)"
속초네어장,속초네어장본점,"82,750
(0.27)"
미사리밀빛초계국수,(주)밀빛,"82,700
(0.27)"
고혹,다감,"82,600
(0.27)"
채영진의명품생고기무한리필,명품MP,"82,500
(0.27)"
가마고개,가마고개,"82,300
(0.27)"
열정담은 국물집,국물집,"82,300
(0.27)"
태기산더덕순대,(주)푸드프랜,"82,300
(0.27)"
땡기요,와이엠씨푸드,"82,200
(0.27)"
춤추는불닭발,춤추는불닭발,"82,200
(0.27)"
불맞고쭈꾸미&삼겹살,디오네푸드,"82,200
(0.27)"
천상대게,천상대게,"82,150
(0.27)"
일미삼겹살,일미삼겹살원주혁신도시점,"82,100
(0.26)"
노걸대,(주)노걸대,"82,050
(0.26)"
해운대조개찜다퍼주는집,해운대다퍼주는집@조개찜,"82,000
(0.26)"
방가삼대 얼큰한뼈해장국,방가삼대,"82,000
(0.26)"
바른고기 엘베요타,바른고기엘베요타,"81,970
(0.26)"
안성깍뚜기,(주)푸름,"81,600
(0.26)"
수김밥,손수푸드,"81,300
(0.26)"
어바웃샤브,(주)올어바웃푸드,"81,200
(0.26)"
쿵더덕쿵족,(주)스마일코리아,"81,200
(0.26)"
오리궁뎅이,오리궁뎅이,"81,100
(0.26)"
출근길생고기,박가네푸드,"80,990
(0.26)"
양대장,양대장,"80,900
(0.26)"
마마찜갈비,(주)찌니호야프랜드,"80,900
(0.26)"
오투닭갈비,오투닭갈비,"80,850
(0.26)"
호기심에 훔친뒷고기,더블에프엔비(주),"80,650
(0.26)"
죽금당,(주)와이앤씨코리아,"80,550
(0.26)"
본도시락,본아이에프(주),"80,495
(0.26)"
두툼마약갈비,(주)로버웰,"80,350
(0.26)"
소문(小門),(주)양우돈,"80,350
(0.26)"
도야족발보쌈,도야족발앤푸드,"80,300
(0.26)"
혁지원인 싱싱물회,싱싱물회,"80,300
(0.26)"
모두국밥,(주)엠디에프시파트너스,"80,300
(0.26)"
일오닭갈비,(주)일오,"80,300
(0.26)"
브라더한정식도시락,브라더F&H,"80,220
(0.26)"
둥지닭볶음탕,둥지닭볶음탕,"80,100
(0.26)"
베스트 생갈비찜&찜닭,베스트생갈비앤찜닭,"80,000
(0.26)"
수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,(주)더참맛푸드,"80,000
(0.26)"
신기한면,신기한면,"80,000
(0.26)"
열라불라연탄집,우리식품,"80,000
(0.26)"
콩뿌리 전주콩나물국밥,콩뿌리프랜차이즈(주),"79,900
(0.26)"
서울전통육개장,(주)엠제이에프앤씨,"79,890
(0.26)"
꼬기냉면,(주)동은에프엔씨,"79,800
(0.26)"
꿀백,(주)상상구르메,"79,800
(0.26)"
그남자의 돼지갈비,그남자의돼지갈비,"79,800
(0.26)"
육감족,육감족,"79,550
(0.26)"
마린보이동태탕.찜.코다리1번가,마린보이유통,"79,500
(0.26)"
김둘레순대국,(주)둘레,"79,450
(0.26)"
섬진강다슬기마을,(주)어업회사법인섬진강다슬기마을,"79,400
(0.26)"
조선에서왔소,지에프케이,"79,280
(0.26)"
터진만두,터진만두,"79,200
(0.26)"
더조은갈비,(주)더굿,"79,200
(0.26)"
존슨부대찌개,(주)존슨푸드코리아,"79,100
(0.26)"
바른찌개,솔든코리아,"79,000
(0.25)"
월수금,월수금,"79,000
(0.25)"
홍반장신의주찹쌀순대와감자탕,(주)홍반장,"78,950
(0.25)"
이정돈돼야지,프랜차이즈새늘,"78,900
(0.25)"
화덕초 대파불고기,프랜차이즈새늘,"78,900
(0.25)"
몽땅다돼지,프랜차이즈새늘,"78,900
(0.25)"
"안녕, 닭",안녕푸드,"78,700
(0.25)"
소공동뚝배기집,(주)오백미라클,"78,375
(0.25)"
가마솥철마한우곰탕,(주)가마솥철마한우곰탕,"77,900
(0.25)"
돈통마늘보쌈,(주)코리아푸딩,"77,900
(0.25)"
김용덕의 소문난 부자국밥,알씨(RC)유통부자갈비탕찜,"77,900
(0.25)"
꺽다리 두마리 찜닭&떡볶이,명동닭튀김,"77,900
(0.25)"
강너머남촌숯불닭갈비,(주)케이씨앤컴퍼니,"77,890
(0.25)"
곱선,컴퍼니(S.Y.COMPANY),"77,800
(0.25)"
한뚝수육국밥,(주)에이치엘코포레이션,"77,700
(0.25)"
돈오야,돈오야,"77,550
(0.25)"
오색동,(주)푸드피플,"77,350
(0.25)"
혼밥대왕,(주)박앤박,"77,350
(0.25)"
목연식당,목연식당(주),"77,250
(0.25)"
유림회관,(주)더글로벌코리아,"77,000
(0.25)"
서래갈매기,(주)서래스터,"77,000
(0.25)"
연경호킹아구해물찜,킹아구해물찜아중점,"76,900
(0.25)"
명계찜닭,우리안,"76,900
(0.25)"
한근숯불닭갈비,(주)비에스인큐,"76,890
(0.25)"
찌개애감동,(주)맛있는상상,"76,800
(0.25)"
한양손칼국수,한양칼국수,"76,800
(0.25)"
팔백국밥,팔백식품,"76,800
(0.25)"
탐진강면사무소,미래f&c,"76,800
(0.25)"
설레족발,설렘,"76,800
(0.25)"
동리장,(주)은태에프앤비,"76,800
(0.25)"
수뿌레닭갈비,더원코리아,"76,800
(0.25)"
김현옥 전주전집 사당동,비엘푸드,"76,780
(0.25)"
냉철한삼겹,(주)거성에프앤비,"76,700
(0.25)"
참한국밥,참한국밥,"76,620
(0.25)"
계탄집,(주)구야가,"76,570
(0.25)"
북촌삼대갈비,(주)일가브라더스,"76,560
(0.25)"
장만호양지국밥,장만호에프씨협동조합,"76,500
(0.25)"
이승현의 착한게장,(주)노고단,"76,500
(0.25)"
울엄마 양평해장국,(주)울엄마푸드,"76,500
(0.25)"
제주미향해장국,(주)미향에프엔비,"76,500
(0.25)"
맛차돌,(주)포피플,"76,480
(0.25)"
고니식탁,고니컴퍼니,"76,250
(0.25)"
효자막창,효자푸드,"76,150
(0.25)"
김치찌개미화식당,(주)미화에프앤비,"76,122
(0.25)"
두근두근숨쉬는숨두부,골든키본,"76,105
(0.25)"
청정돼지,잘키운국내산청정돼지,"76,060
(0.25)"
곱창백화점,(주)디에스푸드시스템,"75,900
(0.24)"
신진성아구찜,(주)신진성에프앤비,"75,900
(0.24)"
해방곱창,해방곱창전주본점,"75,850
(0.24)"
콩시루,시루유통,"75,800
(0.24)"
3일국밥,(주)펜톤,"75,800
(0.24)"
황금진족,(주)미림에프엔비,"75,600
(0.24)"
갈비1번가,농업회사법인(주)태영에프앤씨,"75,600
(0.24)"
1인자감자탕,(주)제이에스일인자,"75,500
(0.24)"
그놈포차,그놈포차본점,"75,480
(0.24)"
급냉삼겹살,급냉삼겹살,"75,250
(0.24)"
쭈꾸미본색,(주)단꿈,"75,200
(0.24)"
바다쭈꾸미,대신푸드,"75,050
(0.24)"
삼겹파티,(주)엠지에이치,"75,050
(0.24)"
호세야오리바베큐,호세야(주),"74,800
(0.24)"
주순희찌개마을시골촌,(주)순희에프앤비,"74,800
(0.24)"
을지로골목집,(주)에이알피그룹,"74,800
(0.24)"
송미미네집,미미네집,"74,720
(0.24)"
5.5닭갈비,(주)오점오,"74,700
(0.24)"
동의명가 뼈해장국 순대국 무한리필 감자탕,(주)더블에스그룹,"74,600
(0.24)"
닭발굽는청년,정갈한푸드,"74,600
(0.24)"
청실홍실,(주)푸드피플,"74,600
(0.24)"
조바우가마솥추어탕,조바우가마솥추어탕,"74,500
(0.24)"
사랑탕,(주)오리지날스푼,"74,490
(0.24)"
경원해물찜0427,경원0427,"74,420
(0.24)"
삼정꼬랑지,미코에프씨(주),"74,250
(0.24)"
신(辛)난쭈꾸미,(주)백경푸드시스템,"74,250
(0.24)"
불막열삼,(주)꿈을실현하는사람들,"74,150
(0.24)"
고집센그집갈비탕,그집푸드,"74,140
(0.24)"
만면희색,(주)놀부,"74,110
(0.24)"
진배기 원조할매국밥,진배기,"74,000
(0.24)"
오모리찌개,(주)오모리,"74,000
(0.24)"
바베큐통족구이,(주)케이제이푸드시스템,"73,950
(0.24)"
팔꾸이팔당닭발,팔꾸이,"73,940
(0.24)"
울타리없는만두집,제이앤푸드,"73,500
(0.24)"
집밥연구소,영농조합법인소생로컬푸드,"73,500
(0.24)"
장인족발608,(주)제이엠케이에스,"73,480
(0.24)"
도천진짜순대,도천진짜순대,"73,374
(0.24)"
계경목장,(주)계경원,"73,350
(0.24)"
호랭이 곳간,㈜하나컴퍼니,"73,100
(0.24)"
미진축산,미진포차시청점,"72,850
(0.24)"
이천가든,(주)플라잉테이블,"72,850
(0.24)"
이천가든,(주)한국인,"72,850
(0.24)"
채돈이,채돈이,"72,700
(0.23)"
바우네나주곰탕,(주)지에프포유,"72,630
(0.23)"
우주최강도시락,(주)톡에프앤비,"72,580
(0.23)"
남다른대구막창,이안에에프앤비,"72,520
(0.23)"
이선생짜글이,한울프랜차이즈,"72,400
(0.23)"
기막힌뒷고기,농업회사법인(주)태영에프앤씨,"72,400
(0.23)"
마꼬창,하솔푸드,"72,300
(0.23)"
조춘식동갑이네,(주)세계네트웍스,"72,300
(0.23)"
맛들의축제,(주)애드쉐어,"72,200
(0.23)"
승도리네,(주)케이푸드스토리,"72,200
(0.23)"
막창뚱이,막창뚱이,"72,180
(0.23)"
전주남문조춘자토종피순대국,(주)비엔에스푸드,"72,100
(0.23)"
한량천하,제노F&C,"71,970
(0.23)"
돈불1971,돈불,"71,950
(0.23)"
라면에주,그레야마더지,"71,915
(0.23)"
골라먹는덮밥,셀렉키친(공유주방),"71,830
(0.23)"
임창정의 모서리족발,(주)예스아이엠에프앤비,"71,764
(0.23)"
성원정양대창,(주)성원정에프앤비,"71,750
(0.23)"
본죽,본아이에프(주),"71,750
(0.23)"
일차돌,(주)서래스터,"71,500
(0.23)"
덤덤덤쪽갈비,디앤디코리아,"71,500
(0.23)"
가락곰칼국수,(주)한밭에프앤지,"71,487
(0.23)"
삼시네끼,삼시네끼,"71,326
(0.23)"
황태장인,(주)팀웍앤비,"71,200
(0.23)"
승화네 크랩보트,(주)승화씨푸드,"71,165
(0.23)"
마부곱창,(주)프랜즈업,"71,000
(0.23)"
바우네 나주곰탕,(주)엠지에이치,"70,980
(0.23)"
고기는 모름지기 연탄구이,제이에스(JS)대원식품,"70,941
(0.23)"
봉자막창,봉자막창,"70,800
(0.23)"
블랭,지에프케이,"70,780
(0.23)"
백곱식당,(주)남다름,"70,650
(0.23)"
곽일품닭,(주)곽일품농부산촌,"70,500
(0.23)"
20년전통 대구역할매집식당,할매집식당,"70,400
(0.23)"
일류닭&닭,(주)소노(SONO),"70,280
(0.23)"
콩불,(주)8푸드,"70,250
(0.23)"
백참,(주)기영에프앤비,"70,212
(0.23)"
우거지품은순대국,(주)우품,"70,210
(0.23)"
방구족발,BG푸드시스템,"70,200
(0.23)"
김선영 대구왕뽈면옥,한일식품,"70,200
(0.23)"
전통맛집 할매순대국,(주)한결엔터프라이즈,"70,150
(0.23)"
문래돼지불백,(주)문래돼지불백,"70,100
(0.23)"
돼지새마을본부,돼지새마을푸드,"70,100
(0.23)"
우박집,(주)계경원,"70,050
(0.23)"
한국순대,(주)한국에프앤디,"69,900
(0.23)"
고기주는 햇쌈불냉면,햇잎푸드(주),"69,900
(0.23)"
제주둘레국수,(주)둘레쿡스,"69,750
(0.23)"
맛을그리다오상미,맛을그리다더컴퍼니,"69,700
(0.22)"
두부만드는사람들,(주)공존컴퍼니,"69,650
(0.22)"
박달재찜,태성수산,"69,520
(0.22)"
39℃락,도쿄키친39도시락,"69,430
(0.22)"
서울국수,(주)신우에프에스,"69,350
(0.22)"
우리소육회마왕,제이제이(JJ)brother,"69,200
(0.22)"
대패장사,대패장사,"69,100
(0.22)"
한고집 김치찌개,(주)한고집,"68,800
(0.22)"
금뿔이구집,이구집,"68,800
(0.22)"
청춘얼큰이,청춘얼큰이,"68,700
(0.22)"
두부본가어묵,후푸드,"68,650
(0.22)"
어명이요,(주)에브릿,"68,450
(0.22)"
정통집,(주)진담에프앤비,"68,449
(0.22)"
열정닭발,가온,"68,340
(0.22)"
백촌진짜대구막창,백촌푸드,"68,340
(0.22)"
화를품은닭,화를품은닭본점,"68,250
(0.22)"
큰맘할매순대국,(주)보강엔터프라이즈,"68,230
(0.22)"
돈골순대국,청암푸드시스템,"68,230
(0.22)"
맛있는영자씨네,맛있는영자씨네,"68,210
(0.22)"
신라찜닭,신라F&B,"68,000
(0.22)"
나두락손만두,파워푸드(유),"68,000
(0.22)"
일인분혼밥족솔로테이블신스2018,솔로테이블,"68,000
(0.22)"
놀부반상,(주)놀부,"67,974
(0.22)"
참한맛족발,참한맛족발,"67,900
(0.22)"
대마족발,(주)조은음식드림,"67,800
(0.22)"
서희생선구이밥상,(주)더이은에프엔씨,"67,600
(0.22)"
이춘식 명가돌곱창,육식주위에프앤비(주),"67,500
(0.22)"
접시고기,(주)접시고기,"67,450
(0.22)"
소소한쌈,유한책임회사다짐에프엔비,"67,450
(0.22)"
오수명 오가네 생선구이,오가네생선구이,"67,350
(0.22)"
동춘돌곱창,(주)모두가족,"67,150
(0.22)"
부부요리단,부부요리단,"66,900
(0.22)"
홍콩할매불닭발,삼정코리아,"66,800
(0.22)"
동의명가 찌개집,(주)더블에스그룹,"66,800
(0.22)"
용범양대창,(주)김승용에프에스,"66,623
(0.22)"
동서네낙지,(유)동서네낙지본점,"66,580
(0.21)"
갈비배달도시락 스트릿테이블,햇잎푸드(주),"66,500
(0.21)"
월선네,(주)맛있는상상,"66,500
(0.21)"
돈불식당,돈불,"66,450
(0.21)"
하루한쌈,(주)푸드피플,"66,350
(0.21)"
마이고기,(주)다온에프앤비,"66,250
(0.21)"
비빔가,(주)다온에프앤비,"66,250
(0.21)"
닥치고곱창,닥치고곱창,"66,050
(0.21)"
오과장대패&샐러드바,디앤디코리아,"66,000
(0.21)"
셰프의 국수앤육개장,(주)바인에프씨,"65,910
(0.21)"
족과의동침,가장맛있는족발족과의동침,"65,800
(0.21)"
삼시세끼,(주)청춘푸드,"65,690
(0.21)"
이용민의 유성닭발,와이(Y)플래닛프로젝트,"65,626
(0.21)"
우리동네 대통령,(주)오복이야기,"65,500
(0.21)"
쭈꾸미도사,쭈꾸미도사,"65,500
(0.21)"
장도뚝배기,지강에프앤비(주),"65,400
(0.21)"
흙에서,정인,"65,400
(0.21)"
바른사나이뚝배기,(주)사나이에프씨,"65,350
(0.21)"
밀가촌국수,밀가촌국수,"65,250
(0.21)"
정성육회,만남컴퍼니,"65,250
(0.21)"
최PD해물칼국수,최피디(PD)해물칼국수,"65,250
(0.21)"
굿맘할매순대국&양선지해장국,(주)인화티에프에스,"65,210
(0.21)"
미러유 조개칼국수,미러유에프앤디(주),"65,200
(0.21)"
돼지영농후계자,돼지영농후계자,"65,050
(0.21)"
뼈대있는국밥,할매손집밥,"64,950
(0.21)"
구백가(900家),구백가(900家),"64,950
(0.21)"
광안국밥,(주)정담에프엔씨,"64,950
(0.21)"
올더플레이트(ALL THE PLATE),에이치더블유푸드시스템,"64,900
(0.21)"
김태연 국민 동태탕∙찜,태연푸드(주),"64,900
(0.21)"
놀란돼지,(주)숲풀림식품,"64,700
(0.21)"
놀란곱창,(주)숲풀림식품,"64,700
(0.21)"
안경할머니곱창,에프앤씨매니지먼트,"64,700
(0.21)"
열선수애호박돼지국밥,(주)열선수푸드,"64,625
(0.21)"
감성족발,키친씨,"64,600
(0.21)"
靑해품당 수산식당,(주)대신물산,"64,590
(0.21)"
순희가(순희家),(유)순희네에프앤비,"64,500
(0.21)"
삼남면촌닭,SSF&C,"64,400
(0.21)"
러버덕,(주)제이푸드서비스,"64,400
(0.21)"
육회왕자연어공주,케이씨컴퍼니,"64,350
(0.21)"
철판위에빨간쭈꾸미,(주)마당쇠,"64,150
(0.21)"
마당쇠돼지갈비,(주)마당쇠,"64,150
(0.21)"
오지다,오지다,"64,050
(0.21)"
신's쭈꾸미(신스쭈꾸미),아이더준,"64,050
(0.21)"
육공판,(주)육공판에프앤디,"64,000
(0.21)"
마포껍데기,(주)숲풀림식품,"64,000
(0.21)"
꽃길따라한식비빔밥전문점,꽃길따라한식비빔밥전문점,"63,800
(0.21)"
일품낙성불백,(주)심플맨,"63,650
(0.21)"
정직유부,(주)채정,"63,640
(0.21)"
해까득,(주)제이오코리아월드,"63,610
(0.21)"
고봉김밥人,케이비엠,"63,600
(0.21)"
황진이순대국,(주)금표에프앤씨,"63,600
(0.21)"
스타곱스,(주)금표에프앤씨,"63,600
(0.21)"
해밍턴 부대찌개,(주)금표에프앤디,"63,600
(0.21)"
오돌불고,(주)금표에프앤디,"63,600
(0.21)"
우 샤랄라 돌곱창,(주)금표에프앤디,"63,600
(0.21)"
삶다 오로지 족발,(유)케이앤에스오로지,"63,600
(0.21)"
황제육회,(주)동해의한우,"63,500
(0.20)"
우리만 가고싶은 한우곱창,우리만가고싶은한우곱창,"63,250
(0.20)"
일품양평해장국,(주)우분트,"63,160
(0.20)"
맛깔참죽,(주)맛깔,"63,150
(0.20)"
얌샘김밥,(주)얌샘,"63,050
(0.20)"
만나고쪽갈비가,맛있는에프앤비(F&B),"63,050
(0.20)"
병만네닭갈비,병만네닭갈비,"63,050
(0.20)"
오풍미족발,오풍미(주),"63,050
(0.20)"
진성아구찜,진성,"63,030
(0.20)"
조옥당,토리고야패밀리(주),"63,000
(0.20)"
월국시,(주)모컴테크,"63,000
(0.20)"
구백냥 곱창,햇살푸드에프씨,"63,000
(0.20)"
꽃찬찜닭,플라워푸드,"62,950
(0.20)"
진이찬방,진이푸드(주),"62,900
(0.20)"
종로직화쭈꾸미,종로푸드시스템(주),"62,800
(0.20)"
쿡친,마시굿,"62,720
(0.20)"
육회본가,(주)본가에프앤비,"62,700
(0.20)"
태성춘골뱅이신사,(주)리더스코리아코퍼레이션,"62,550
(0.20)"
도리연닭도리탕,도리연닭도리탕,"62,500
(0.20)"
닭발먹은새우,(주)비에프푸드,"62,500
(0.20)"
종일가,종일F&B,"62,500
(0.20)"
보드레족,보드레족,"62,400
(0.20)"
토고리 옛날막창 소갈비살,(주)지에프코리아,"62,261
(0.20)"
모서리집,(주)해밀트레이딩,"61,740
(0.20)"
만식이네와인포차,와인컴퍼니,"61,650
(0.20)"
찜꽁찜닭,(주)엠브로컴퍼니,"61,600
(0.20)"
김치찌개밥한그릇뚝딱,백락촌,"61,500
(0.20)"
응곱 1978,태승에프앤씨,"61,400
(0.20)"
씅's 꼬기가득 비빔밥,태승에프앤씨,"61,400
(0.20)"
곱꾸아 한우곱창,태승에프앤씨,"61,400
(0.20)"
쭈꾸미집,영푸드,"61,400
(0.20)"
괸당집,(주)제주소나이,"61,360
(0.20)"
오마이찬,(주)로열푸드코리아,"61,300
(0.20)"
국민삼겹살,(주)쭈노에프앤비,"61,300
(0.20)"
153구포국수,(주)일오삼에프씨,"61,200
(0.20)"
별을 품은 곱창,(주)스타셀러,"61,063
(0.20)"
그믐족발,그믐족발,"61,050
(0.20)"
족도리,(주)미산푸드,"61,042
(0.20)"
효모로 만든 찬,(주)효모로,"60,850
(0.20)"
세꼬시공장,세공,"60,850
(0.20)"
배부장찌개,(주)맛있는에프앤비,"60,850
(0.20)"
냅다청양집,(주)신영국푸드,"60,700
(0.20)"
륭림닭발,륭림닭발,"60,500
(0.20)"
육앤샤,디티푸드,"60,500
(0.20)"
1인 한식당,할매손집밥,"60,450
(0.20)"
원플러스원 찌개&볶음,할매손집밥,"60,450
(0.20)"
나주할매 곰탕&뼈해장국,할매손집밥,"60,450
(0.20)"
을용이곱창,(주)제이오푸드,"60,400
(0.19)"
이불덮밥,㈜마루바우,"60,300
(0.19)"
청진동해장국,(주)씨제이디푸드시스템,"60,200
(0.19)"
불한당,정상FC,"60,140
(0.19)"
노리울,(주)푸른푸드,"60,110
(0.19)"
파촌(坡村) 돼지 특수∙부속 전문점,(주)육일컴퍼니,"60,000
(0.19)"
방가네소고기국밥수육,(주)미래원에프앤씨,"59,840
(0.19)"
나씨네 뒷고기,나건F&B,"59,675
(0.19)"
국밥쟁이,(주)국밥쟁이,"59,595
(0.19)"
소이득,(주)오색만찬,"59,500
(0.19)"
안국밥,올림엔터프라이즈(OLIMENTERPRISE),"59,500
(0.19)"
부대통령뚝배기,(주)부대통령,"59,400
(0.19)"
잭아저씨족발&보쌈,(주)두레에프앤비,"59,357
(0.19)"
고봉민김밥人,케이비엠,"59,345
(0.19)"
88콩나물국밥,(주)웰미가베스트푸드,"59,200
(0.19)"
곱창혁명,아키푸드,"59,200
(0.19)"
와우곱창,(주)와우에프앤에스,"59,200
(0.19)"
청춘껍데기,아특대,"59,100
(0.19)"
이동규인 왔따쪽갈비,(주)왔따네푸드,"59,100
(0.19)"
똥집이야기,똥집이야기,"59,000
(0.19)"
바로만든족발,㈜바로푸드,"58,900
(0.19)"
오술차,(주)오술차,"58,850
(0.19)"
곱분이 곱창,(주)웰푸드컴퍼니,"58,740
(0.19)"
막창로2가 항아리 곱창집,(주)지에프코리아,"58,450
(0.19)"
대민족,대민족,"58,300
(0.19)"
9라파 부대찌개,(주)9라파컴퍼니,"58,275
(0.19)"
냉면덕후,할매손집밥,"58,250
(0.19)"
다다미,수완다다미본점,"58,100
(0.19)"
찜닭의정석,(주)비어프랜드,"58,040
(0.19)"
찜피,이수푸드빌,"58,000
(0.19)"
서남왕족발,서남식품,"58,000
(0.19)"
황금알을품은벼슬찜닭,선한푸드(善韓),"57,980
(0.19)"
하회당,태평원(주),"57,890
(0.19)"
몬스터곱창,(주)바른푸드,"57,850
(0.19)"
구구족,(주)거북이꿈,"57,800
(0.19)"
곤드레찜드레,와이지유통,"57,750
(0.19)"
착한막창,착한막창,"57,750
(0.19)"
진지방,(주)리더스코리아코퍼레이션,"57,550
(0.19)"
사골먹은 감자탕,(주)비에프리테일,"57,550
(0.19)"
마당쇠껍데기와소금구이,(주)마당쇠,"57,220
(0.18)"
