브랜드,상호,창업비용
마시기통차,마시기통차,"57,200
(0.18)"
계경순대국,지강에프앤비(주),"57,150
(0.18)"
배씨상회,배씨상회,"57,100
(0.18)"
바보아재막창,바보아재막창,"57,100
(0.18)"
설동궁찜닭,설동궁컴퍼니,"57,000
(0.18)"
신가네정읍막창구이,농업회사법인유한회사신가네,"57,000
(0.18)"
밥장인돼지찌개,(주)밥장인,"56,900
(0.18)"
김쉐프의족家,(주)제니스에프앤비,"56,900
(0.18)"
1897삼학어묵,(주)제이푸드서비스,"56,700
(0.18)"
불맛공장,불맛공장,"56,650
(0.18)"
밥은화,양가에프앤비,"56,550
(0.18)"
철판요리포차판,(주)더블유엔씨,"56,550
(0.18)"
반칙왕식탁,더블제이푸드,"56,500
(0.18)"
갈비토대왕,㈜봉화산푸드,"56,350
(0.18)"
팔팔닭국수,(주)마이다스손컴퍼니,"55,900
(0.18)"
천사곱창,(주)식스텐비즈,"55,800
(0.18)"
박지우의 와우막창곱창,와우막창곱창,"55,800
(0.18)"
곤지암 한우 소머리국밥,(주)서민상회,"55,735
(0.18)"
서민국밥,(주)서민상회,"55,735
(0.18)"
한제소곱창전골,한제,"55,550
(0.18)"
생선지존,안흥유통,"55,550
(0.18)"
범천집목구이,토리고야패밀리(주),"55,525
(0.18)"
넙딱집,(주)감칠맛,"55,350
(0.18)"
토골술막 항아리 숯불 닭구이,(주)지에프코리아,"55,314
(0.18)"
집으로낙곱새,집으로낙곱새,"55,283
(0.18)"
미스터보쌈5379,(주)푸디아,"55,250
(0.18)"
낙지공장,㈜바로푸드,"55,200
(0.18)"
구백도,칠공공비어(주),"55,130
(0.18)"
제주생선구이 올래밥상,영어조합법인올래씨푸드,"55,050
(0.18)"
속초애명태간장조림,황금정원S,"54,940
(0.18)"
친정,(주)친정,"54,900
(0.18)"
본앤본,본앤본(주),"54,800
(0.18)"
삼청동멸치국수,(주)삼청동,"54,800
(0.18)"
배달삼겹 맛있으면돼지,배달삼겹 맛있으면돼지,"54,750
(0.18)"
육회먹은연어,(주)비에프푸드,"54,700
(0.18)"
육회말투아웃,(주)수에프씨,"54,625
(0.18)"
바보돼지두마리,TASTYPLATFORM(테이스티플랫폼),"54,580
(0.18)"
행복한 아구찜,행복한아구찜F&C&HOFOODF&C,"54,500
(0.18)"
황금바가지,황금바가지,"54,350
(0.18)"
정성신더큰도시락,(주)더큰,"54,250
(0.18)"
백군의고집,(주)레베카,"54,000
(0.17)"
장수본가해장국,(주)장수엔터프라이즈,"53,900
(0.17)"
돼지33,(주)위푸드마켓,"53,900
(0.17)"
황금오리,마쪼코마,"53,900
(0.17)"
믿고(meatgo),(주)믿고,"53,900
(0.17)"
똥찌비,똥찌비,"53,700
(0.17)"
새마을찜닭,이수푸드빌,"53,500
(0.17)"
별법 동태탕 왕해물찜,(주)씨에스에프씨,"53,350
(0.17)"
내담 대구탕 해물갈비찜,(주)씨에스에프씨,"53,350
(0.17)"
국수평천하,국수평천하,"53,050
(0.17)"
칼국수한마당,(주)한마당,"52,820
(0.17)"
날으는 영계찜닭,(주)더브로즈,"52,800
(0.17)"
찜닭은그집,그집푸드,"52,800
(0.17)"
그집곱닭도리탕,그집푸드,"52,800
(0.17)"
배사장,나무F&B,"52,740
(0.17)"
월령찜닭,앗싸푸드,"52,680
(0.17)"
윤남이할머니 경산집,푸드플러스코리아(주),"52,500
(0.17)"
조선닭볶음탕,(주)잭팟,"52,050
(0.17)"
모두뼈다귀감자탕,(주)엠디에프시파트너스,"52,030
(0.17)"
노걸대 WITH YOU 홈외식,위드유(WITHYOU)홈외식,"51,980
(0.17)"
야곱293,야곱293,"51,750
(0.17)"
닭발싸롱,맛있는이야기,"51,700
(0.17)"
제콩 제크와 콩나물불고기,모던푸드,"51,700
(0.17)"
여장군,(주)아람푸드,"51,532
(0.17)"
믹스쭈,(주)믹스쭈에프앤씨,"51,500
(0.17)"
전진만구구찜닭,(주)그루나무,"51,500
(0.17)"
전주옥,전주옥,"51,500
(0.17)"
에스지푸드( SG FOOD),에스지푸드,"51,500
(0.17)"
동란 소문난 찜닭,동란소문난찜닭본점,"51,480
(0.17)"
작렬곱창,작렬곱창,"51,480
(0.17)"
정아니의 여우밥상,(주)불여시팸,"51,400
(0.17)"
여시야 찜닭,(주)불여시팸,"51,400
(0.17)"
여시야 불타는닭발,(주)불여시팸,"51,400
(0.17)"
전통가마솥김치찜,식도락,"51,400
(0.17)"
불고기 가다다 불고기,(주)이조푸드,"51,400
(0.17)"
뜸들이다,(주)뜸들이다,"51,300
(0.17)"
족발이 땡기는 날,족발이땡기는날,"51,200
(0.17)"
마시온,마시온푸드,"51,200
(0.17)"
콩두,(주)더조은에프앤비,"51,200
(0.17)"
단골집,(주)세렌디피티,"51,200
(0.17)"
탐라생면,(주)빌든,"51,180
(0.17)"
국사랑,케이씨컴퍼니,"51,000
(0.16)"
찜닭의민족,(주)아이센스푸드,"50,900
(0.16)"
권사부 순대국,서가네순대국,"50,875
(0.16)"
형제닭발&오돌뼈,형제푸드,"50,670
(0.16)"
구이구이쪽갈비,(주)더맛푸드,"50,500
(0.16)"
동의명가 칼국수,(주)더블에스그룹,"50,400
(0.16)"
우리동네 대패집,삼원푸드,"50,300
(0.16)"
수니열닭발,수니열닭발,"50,120
(0.16)"
마시마니매운갈비찜,(주)피앤피아이앤씨,"50,120
(0.16)"
경복궁삼계탕,(주)하림유통,"50,100
(0.16)"
야식공장,(주)엔터글로벌코리아,"49,900
(0.16)"
장충동왕족발보쌈,(주)장충동왕족발,"49,700
(0.16)"
매일메로찜,매일메로,"49,520
(0.16)"
곱창광,(주)와이즈페이퍼,"49,500
(0.16)"
오봉도시락,(주)오색만찬,"49,500
(0.16)"
돼지치마집,치마집,"49,420
(0.16)"
와우족발,와우족발,"49,400
(0.16)"
지즐,(주)하나에프씨,"49,350
(0.16)"
곤지암할매소머리국밥,(주)동의보감농수산,"49,300
(0.16)"
정성88사골곰탕&육개장,도깨비Food(푸드),"49,300
(0.16)"
내가찜한갈비찜,도깨비Food(푸드,"49,300
(0.16)"
마왕찜닭도리,도깨비Food(푸드),"49,300
(0.16)"
냉면왕,도깨비Food(푸드),"49,300
(0.16)"
찜닭에 꽂힌 닭집애,형네가게,"49,300
(0.16)"
마약돼지김치찌개,도깨비Food(푸드),"49,300
(0.16)"
육회SEA,만호F&B,"49,200
(0.16)"
쪽쪽갈비,(주)청심,"49,090
(0.16)"
혼밥또시락,내가먹F&B,"49,000
(0.16)"
카츠윤,윤푸드,"48,895
(0.16)"
리라김밥,(주)펜톤,"48,760
(0.16)"
혼삼,혼삼,"48,500
(0.16)"
요달의 찜닭,(주)하랑푸드,"48,400
(0.16)"
대국,쉐프의연구소,"48,400
(0.16)"
인생대박집쪽갈비,쉐프의연구소,"48,400
(0.16)"
마에똥,마에똥,"48,400
(0.16)"
무한생쪽갈비찜,쉐프의연구소,"48,400
(0.16)"
뚱보아구찜&해물탕,쉐프의연구소,"48,400
(0.16)"
정성갈비찜도시락,이본홀딩스,"48,200
(0.16)"
탕쓱잘튀기는집,계산씨케이,"48,100
(0.16)"
쉐프돼지,쉐프돼지,"48,100
(0.16)"
마통삼(마스터통삼겹),지에이치컴퍼니,"48,090
(0.16)"
게매니아,게매니아호남지사,"47,780
(0.15)"
게매니아,게매니아,"47,780
(0.15)"
씨앤오푸드,씨앤오F&B,"47,520
(0.15)"
워너비박스,(주)피플앤푸드,"47,300
(0.15)"
김본냉면&만두,(주)단지에프앤비,"47,300
(0.15)"
국물두루치기,국두(K.Dcompany),"47,200
(0.15)"
막돼먹은막창,(주)엠디엠,"47,100
(0.15)"
쏘시지부대,(주)그루나무,"47,100
(0.15)"
정진관의일품정,일품정,"47,100
(0.15)"
두찜,(주)기영에프앤비,"47,000
(0.15)"
백채,(주)심플맨,"46,860
(0.15)"
강순자옛맛김치찌개,강푸드,"46,800
(0.15)"
빨간병아리,(주)빨간병아리푸드,"46,800
(0.15)"
다시오고싶은집이명숙양평해장국,조이식품,"46,750
(0.15)"
고기듬뿍대왕비빔밥,(주)더플러스,"46,750
(0.15)"
마왕족발,(주)콜라겐랩,"46,580
(0.15)"
직화삼겹 피그킹,직화삼겹피그킹,"46,520
(0.15)"
대한민국 고기집,(주)바른푸드,"46,350
(0.15)"
바른생갈비,(주)바른푸드,"46,350
(0.15)"
프로키친,프로키친,"46,330
(0.15)"
혼찜 혼을 담은 갈비찜,혼삼,"46,300
(0.15)"
JBD 종로빈대떡,종로빈대떡체인사업부,"46,100
(0.15)"
누들보쌈배달만족,(주)비케이컴퍼니,"45,680
(0.15)"
모박사부대찌개,모박사본점,"45,670
(0.15)"
미친돼지,(주)축제의나라,"45,350
(0.15)"
청연,청연,"45,100
(0.15)"
빤닭빤닭,빤닭빤닭,"44,900
(0.14)"
돼지게티,멀티웨이,"44,900
(0.14)"
독골김치찜,독골푸드,"44,900
(0.14)"
국산특허마늘곱창막창,국산특허마늘곱창막창,"44,790
(0.14)"
바른계념식당,(주)나도람에프씨,"44,730
(0.14)"
미스터닭찜,(주)푸디아,"44,470
(0.14)"
인생아구찜,인생아구찜,"44,350
(0.14)"
마선생마약국밥,올림엔터프라이즈(OLIMENTERPRISE),"44,000
(0.14)"
수유리찌개백반,씨앤오프렌차이즈(C&O프렌차이즈),"44,000
(0.14)"
킹스아구찜,킹스아구찜,"43,950
(0.14)"
두심스 독도해물알찜,두심스F&S,"43,800
(0.14)"
송주불냉면앤칼국수,(주)에스제이푸드시스템,"43,350
(0.14)"
배달삼겹 핑크돼지,원앤원(주),"43,341
(0.14)"
발빠닭,(주)어나더푸드컬쳐,"43,250
(0.14)"
맛없으면 환불해주는 장군집,(주)썩세스웨이,"43,071
(0.14)"
마음을 담은 김치찌개,(주)마음을담은,"43,000
(0.14)"
아곱닭스,지강에프앤비(주),"42,900
(0.14)"
본가집밥상,비에스에프엔씨,"42,900
(0.14)"
덮다,덮다,"42,700
(0.14)"
덕뽀리,씨에이치푸드,"42,600
(0.14)"
딜리버리쿡,(주)드림위드에프씨,"42,550
(0.14)"
배명 천수냉면,배달의명가,"42,465
(0.14)"
다샤브,다사라에프엔비(F&B),"42,400
(0.14)"
두뽂스,(주)나도람에프씨,"42,200
(0.14)"
해밭 김치찌개,(주)해밭식품,"42,150
(0.14)"
구찌부찌,(주)축제의나라,"42,050
(0.14)"
박주억 장수오리,㈜공존,"42,000
(0.14)"
불위에서노는닭,불위에서노는닭,"41,800
(0.13)"
보노보노웍,보노보노웍(내덕율량점),"41,600
(0.13)"
국민부대찌개,국민부대찌개,"41,600
(0.13)"
헬로통큰삼겹,나눔프랜차이즈,"41,500
(0.13)"
꽃돼지식당,딜리셔스피플,"41,493
(0.13)"
배가네 마약 쭈꾸미,㈜명진인터내셔널,"41,250
(0.13)"
나는 밥조폭이다,우수한형제들,"41,250
(0.13)"
듬박이찌개,(주)듬박이스트,"41,150
(0.13)"
더비빔,(주)이엔에프컴퍼니,"41,100
(0.13)"
서민족발,케이에스에이치(KSH)푸드,"41,050
(0.13)"
데일리갈비,해송에프앤에스,"40,920
(0.13)"
김진호 대왕족발,대왕보쌈식족발,"40,830
(0.13)"
인생덮밥,제이케이컴퍼니,"40,810
(0.13)"
첫번째필족사랑,거성푸드(주),"40,800
(0.13)"
두거리우신탕,두거리푸드,"40,645
(0.13)"
신사동고두목야식,(주)오리엔탈썬,"40,500
(0.13)"
홍초불닭발&막창,홍초불닭발(인천점),"40,290
(0.13)"
밥FULL,CooperativeF&C(쿠퍼레이티브에프앤씨),"40,150
(0.13)"
삼겹살 곱빼기 배달전문 고기한끼,(주)브이에스에프씨,"39,800
(0.13)"
바베큐덕삼이&화끈한닭발러,푸드플랫폼,"39,600
(0.13)"
냠냠족발앤보쌈,냠냠족발앤보쌈,"39,600
(0.13)"
푸드모바일,(주)노다웃에프앤비,"39,600
(0.13)"
찌개의 역사,㈜든든컴퍼니,"39,500
(0.13)"
배달짜글OH짜글,오에이치,"39,400
(0.13)"
젠틀포크,젠틀푸드,"39,400
(0.13)"
해운대제면소,해운대제면소(주),"39,400
(0.13)"
서민반찬,서민에프엔씨,"39,300
(0.13)"
맵도리탕,(주)푸드맵,"39,045
(0.13)"
영칼로리,(주)제이투케이에프앤비(J2KF&B),"38,850
(0.13)"
갈통삼,(주)드림위드에프씨,"38,750
(0.13)"
푸드센터(FOOD CENTER),올체인지파트너스,"38,750
(0.13)"
동양족발,㈜소부상회,"38,730
(0.12)"
한입,한입,"38,500
(0.12)"
김해시락국밥,(주)토장원,"38,500
(0.12)"
최프로의요리킹,(주)오색만찬,"38,500
(0.12)"
최프로배달삼겹,(주)오색만찬,"38,500
(0.12)"
행진푸드,행진푸드,"38,400
(0.12)"
지배온삼겹,지배온에프앤씨,"38,300
(0.12)"
밥도둑바른게장,(주)필드키친,"38,200
(0.12)"
776(칠칠육),칠칠육패밀리(776Family),"38,170
(0.12)"
돼지상륙작전,돼지상륙작전,"38,104
(0.12)"
장모님상다리,(주)동의보감농수산,"37,860
(0.12)"
샵인샵팩토리,(주)뉴월드퓨처,"37,850
(0.12)"
기운찬식탁,(주)더미자,"37,822
(0.12)"
소중한한끼담은사골순대국,(주)더원에프엔비,"37,610
(0.12)"
The 진한 나주곰탕 1인용,(주)비앤비몬스터푸드,"37,489
(0.12)"
호수꼬치,(주)호수코리아,"37,410
(0.12)"
사랑담은묵은지찜찌개,(주)사랑담은,"37,400
(0.12)"
곱깨비,곱깨비원,"37,400
(0.12)"
이츠닭,(주)동네사람들,"37,200
(0.12)"
꿀본가네 낙곱새,꿀가네낙곱새,"37,010
(0.12)"
짐바로찜닭,짐바로찜닭내외본점,"36,980
(0.12)"
갈비냉면,(주)비앤비몬스터푸드,"36,947
(0.12)"
불향가득연희동돼지불백,(주)비앤비몬스터푸드,"36,905
(0.12)"
볼빨간아구찜,에이치와이에프앤비(HYF&B),"36,650
(0.12)"
강찜찌,칠성발효묵은지,"36,550
(0.12)"
온리김치찌개(Only김치찌개),(주)비앤비몬스터푸드,"36,410
(0.12)"
한끼삼계탕,(주)두빛나래에프씨,"36,400
(0.12)"
소소린,소소린(주),"36,400
(0.12)"
한끼덮밥,(주)두빛나래에프씨,"36,400
(0.12)"
꼬기만땅 점보비빔밥,원딜리버리,"36,320
(0.12)"
배달삼겹직구삼,(주)모두여는세상,"36,300
(0.12)"
라이스투 미튜,(주)라투코리아,"36,300
(0.12)"
제주안방갈비,(주)그린아일랜드,"35,860
(0.12)"
오늘도찜닭&삼겹&파스타,에스알푸드,"35,750
(0.12)"
철든놈익스프레스(철든놈EXP),(주)아이언가이즈,"35,633
(0.11)"
두돈까스,(주)아이언가이즈,"35,633
(0.11)"
우겹다짐,(주)아이언미트,"35,633
(0.11)"
"챙길,밥",(주)아이언가이즈,"35,633
(0.11)"
수유리혼밥왕,(주)마스터아이디,"35,287
(0.11)"
청진동해장국,엘푸드,"35,200
(0.11)"
우된장,(주)값진,"35,200
(0.11)"
신단설렁탕,진대푸드,"35,200
(0.11)"
한식마을,푸드팩토리,"35,100
(0.11)"
오늘게장,(주)알제이,"35,100
(0.11)"
반마리가격에한마리반한찜닭,더나은F&B,"34,933
(0.11)"
호구비빔밥&김치찌개,제이제이푸드,"34,890
(0.11)"
홍구등갈비,성우,"34,720
(0.11)"
집밥e선생,집밥e선생,"34,500
(0.11)"
육회에빠지다,갈비탕명가우미락,"34,450
(0.11)"
집으로돼지,(주)메이에프앤에스,"34,350
(0.11)"
북성회관,북성회관,"34,150
(0.11)"
솔로부대찌개,백's코리아,"34,100
(0.11)"
최고남 직화짜글이,㈜모두여는세상,"34,100
(0.11)"
내만삼겹살,우리동네쉐프,"34,010
(0.11)"
본초맘죽,(주)미래원에프앤씨,"33,934
(0.11)"
놀부김치찜,(주)놀부,"33,557
(0.11)"
놀부오불장군,(주)놀부,"33,557
(0.11)"
삼겹본능,(주)놀부,"33,557
(0.11)"
창대한곱창,(주)놀부,"33,557
(0.11)"
청해신푸른바다찜탕,청.해.신,"33,400
(0.11)"
혼밥의 정석,일인홈푸드,"33,250
(0.11)"
홈인샤브&월남쌈 마이홈잇,엠케이푸드시스템(먹킷리스트),"33,150
(0.11)"
최배달바로보쌈,(주)최배달,"33,031
(0.11)"
아재 부산낙곱새,우성푸드,"33,000
(0.11)"
쿠이노족발,지오앤드림,"32,900
(0.11)"
매우당,매우당,"32,900
(0.11)"
호구의 족발보쌈,유니버셜에프엔씨(주),"32,833
(0.11)"
대부대왕유부초밥,디앤비푸드,"32,810
(0.11)"
모두의만족,㈜두빛,"32,700
(0.11)"
우굽는공간 꾸이점빵,태삼(꾸이점빵),"32,000
(0.10)"
박수근네온천골,온천골푸드,"32,000
(0.10)"
부야스곱창,(주)유앤아이컴즈,"31,669
(0.10)"
모던불닭,모던푸드,"31,600
(0.10)"
명가 가마솥국밥,명가,"31,600
(0.10)"
아수라불닭발,아수라불닭발,"31,400
(0.10)"
삼초전 삼겹살 초벌전문점,삼초전,"31,350
(0.10)"
정성을다한갈비찜,정성을다한갈비찜,"31,250
(0.10)"
조림철통닭갈비,박태규의철통닭갈비본점,"31,200
(0.10)"
홈쿡,(주)엠케이우성,"30,800
(0.10)"
화평동왕냉면,해피브릿지협동조합,"30,729
(0.10)"
땅스부대찌개,(주)티에스푸드,"30,600
(0.10)"
한식양성소,한식양성소,"30,600
(0.10)"
수준이다른닭발과곱창,라온우리협동조합,"30,500
(0.10)"
오덕후,(주)피디에스컴퍼니,"30,480
(0.10)"
고기이불볶음밥,단F&B,"30,217
(0.10)"
국밥여행,(주)팀스카이,"30,150
(0.10)"
비빔밥 냉면을 부탁해,(주)제이투케이에프앤비,"30,115
(0.10)"
밥도둑 한끼뚝딱,(주)박앤박,"30,050
(0.10)"
쭈블링,(주)박앤박,"30,050
(0.10)"
청년곱창,(주)청년에프앤비,"29,845
(0.10)"
혼바비언,(주)두꺼비에프앤비,"29,750
(0.10)"
통큰두마리찜닭,통큰푸드,"29,654
(0.10)"
존가네,씨지에프(주),"29,620
(0.10)"
덮덮밥,씨지에프(주),"29,620
(0.10)"
통달배,(주)톰앤드,"29,128
(0.09)"
더떠블,(주)비어,"29,128
(0.09)"
오래오래장충동왕족발보쌈,(주)미도식품,"28,800
(0.09)"
옥이네김치찌개와직화삼겹,(주)엔티,"28,740
(0.09)"
배명 인사동칼국수,배달의명가,"28,672
(0.09)"
동네아저씨전,영맨푸드,"28,600
(0.09)"
배명 이태원찌개마을,배달의명가,"28,527
(0.09)"
신촌설렁탕,(주)신촌푸드,"28,500
(0.09)"
어죽이네철렵국,어죽이네철렵국,"28,500
(0.09)"
아지야가꿉으께,아지야가꿉으께,"28,400
(0.09)"
구삼짜글이,(주)푸드법인수앤리,"28,100
(0.09)"
뿔발,농업회사법인(주)을과함께,"28,050
(0.09)"
은행먹은 명가보쌈,(주)포레스트에프앤디,"27,500
(0.09)"
야무진냄비,야무진냄비,"27,500
(0.09)"
시래정각,시래푸드식품,"27,500
(0.09)"
희귀한족발,(주)포레스트에프앤디,"27,500
(0.09)"
맘스토어,대성팜에프앤엘(주),"27,500
(0.09)"
전골마켓,착한맘굿쉐프,"27,200
(0.09)"
난다곱창,(주)난다푸드,"26,860
(0.09)"
따띠삼겹,따띠(주),"26,850
(0.09)"
삼겹구이,(주)미래에프씨,"26,680
(0.09)"
계릴라도리탕,(주)피와이피에프앤비,"26,400
(0.09)"
맛있는찜닭 맛찜,맛있는찜닭(맛찜),"26,300
(0.08)"
알찜의정석,현스푸드,"26,300
(0.08)"
시골통돼지볶음,코아FS,"26,292
(0.08)"
성윤 국가대표 아구찜 앤 알곤이찜,국가대표윤푸드,"26,200
(0.08)"
순수한돼지,순수한돼지,"26,200
(0.08)"
영춘찜닭,영춘찜닭,"25,900
(0.08)"
정담은알탕,정담는,"25,850
(0.08)"
육각수냉면,육각수냉면중리점,"25,850
(0.08)"
유담떡갈비,유담식품,"25,484
(0.08)"
진가네 간장게장&양념게장,우리동네쉐프,"24,750
(0.08)"
배달삼겹 돼지되지,정담유통(주),"24,500
(0.08)"
청년컵밥,(주)청년에프앤비,"24,100
(0.08)"
수유땡초닭발,땡초닭발,"23,660
(0.08)"
아부찌부대찌개,아부찌,"23,650
(0.08)"
소문난밥상,(주)에스비에프앤비,"23,210
(0.07)"
죽이요,다은푸드,"23,200
(0.07)"
두근돼지김치찜,두근돼지,"23,100
(0.07)"
한끼명가,브라더F&H,"23,000
(0.07)"
털보고된이,(주)민도비,"23,000
(0.07)"
코봉이 해물찜,코봉이해물찜,"22,550
(0.07)"
빅몬스터 부대찌개,온다(ONDA),"22,550
(0.07)"
브라더직화배달삼겹,브라더푸드,"22,000
(0.07)"
미소그릴,예령산업,"22,000
(0.07)"
삼삼정육점,호세야(주),"22,000
(0.07)"
치킨을사랑한떡볶이,(주)더온에프에스,"21,800
(0.07)"
박군자진주냉면,(주)진주교방,"21,500
(0.07)"
입큰아구알곤이찜,더현푸드시스템,"21,450
(0.07)"
아재불닭발,㈜에스코퍼레이션,"21,130
(0.07)"
명랑부대찌개,명랑식품,"20,900
(0.07)"
맛있는탕탕탕,태성푸드,"20,900
(0.07)"
뚱뚱이할머니족발보쌈,(주)미도식품,"20,680
(0.07)"
제주까망돼지,제이엠미트,"20,400
(0.07)"
육남매,㈜바로푸드,"20,400
(0.07)"
어사또,어판왕어업회사법인(주),"20,350
(0.07)"
장충미도왕족발보쌈,(주)미도식품,"20,300
(0.07)"
감동까스,푸드딜라이트,"20,050
(0.06)"
순리한식당,순리푸드,"19,910
(0.06)"
행복한찜닭,행복한가족(주),"19,910
(0.06)"
킹부대찌개테이크아웃,킹부대찌개테이크아웃본점,"19,800
(0.06)"
쌀눈쌀 현미누룽지,(주)엄마,"19,700
(0.06)"
오븐에 빠진 막창,오빠막창,"18,720
(0.06)"
배달왔소,(주)비알비에프앤비,"18,700
(0.06)"
배달왔소,(주)비알비에프앤비,"18,700
(0.06)"
흥주선비국밥,흥주푸드,"17,600
(0.06)"
해선정해물찜,해선정해물찜,"17,450
(0.06)"
제육참잘하는집,아침의부엌,"17,400
(0.06)"
낙곱새대가,아침의부엌,"17,400
(0.06)"
그집닭갈비,아침의부엌,"17,400
(0.06)"
전주한옥찜닭,전주한옥찜닭프랜차이즈가맹본부,"16,950
(0.05)"
장터순대국감자탕,하율푸드(주),"16,850
(0.05)"
김충기꽃삼겹,로드다이닝(주),"16,740
(0.05)"
사천찜닭,로드다이닝(주),"16,520
(0.05)"
왔쏘,(주)다드림에프앤비,"16,500
(0.05)"
인생극장,(주)에이치티코리아,"16,400
(0.05)"
동태랑,(주)음식의전당,"16,000
(0.05)"
밥도둑이야게장n김치찌개,오늘의Recipe,"15,706
(0.05)"
목포집게장순살비빔밥,오늘의Recipe,"15,706
(0.05)"
내파부대찌개,오늘의Recipe,"15,706
(0.05)"
한식의민족,오늘의Recipe,"15,706
(0.05)"
배명 원조얼큰샤브샤브,배달의명가,"15,257
(0.05)"
반했닭,국제에프앤비(F&B),"15,250
(0.05)"
뚱쓰부대찌개,더원(Theone),"15,200
(0.05)"
물고기반찬by생선구이,안녕집밥,"15,180
(0.05)"
덮밥90도씨,발산삼계탕,"15,080
(0.05)"
뚝배기양평해장국,(주)뉴서진식품,"14,900
(0.05)"
세겹뚱이,세겹뚱이앤치맵떡,"14,850
(0.05)"
청년찌개,청년찌개,"14,800
(0.05)"
한끼국밥,(주)인화에프엔비,"14,430
(0.05)"
쌈의정석,우버금,"14,200
(0.05)"
오태호 팔공산돌곱창,팔공산소돌곱창,"13,750
(0.04)"
이공족발,이공족발,"13,000
(0.04)"
약초마을,약초마을YCM,"13,000
(0.04)"
교반,교반본점,"12,900
(0.04)"
두루두루 푸드,두루두루푸드,"12,313
(0.04)"
춘향골남원추어탕,(주)춘향골,"12,000
(0.04)"
싸가지고가게,이솔푸드,"11,900
(0.04)"
꿀육회,제이커머스,"11,670
(0.04)"
만원육회,징어랑,"11,670
(0.04)"
불량꽃게,밀포유,"11,450
(0.04)"
소보양본가,소보양본가,"11,365
(0.04)"
장원서닭한마리,(주)에스이엔에프씨,"11,000
(0.04)"
직화삼겹통,직화삼겹통,"10,800
(0.03)"
본가낙곱새,본가푸드,"10,800
(0.03)"
족발신선생,신솔푸드,"10,800
(0.03)"
괭이부리마을,신솔푸드,"10,800
(0.03)"
약콩밀면,약콩세가,"10,800
(0.03)"
롱쓰부대찌개,위고푸드,"10,780
(0.03)"
도니스바베큐,도니스(주),"10,350
(0.03)"
진골김치찜,쓰리알컴퍼니(3RCOMPANY),"9,250
(0.03)"
香1980국밥집,(주)용감한남자들,"9,000
(0.03)"
밥통령,(주)미식주,"8,800
(0.03)"
식껍,미인푸드,"8,600
(0.03)"
고여금 감자탕,제이에스푸드스토리,"8,600
(0.03)"
논보달,(주)장충동왕족발,"8,500
(0.03)"
전골의법칙,(주)이노에프앤에스,"8,500
(0.03)"
한나네부엌,(주)리조이스,"8,500
(0.03)"
진진 닭발&곱창,진진&몬스터,"7,500
(0.02)"
불타는 형제들,불타는형제들,"7,300
(0.02)"
오지게먹게,우수한형제들,"6,930
(0.02)"
한끼한죽,우수한형제들,"6,710
(0.02)"
하늘소불고기,(주)재밌는친구들,"6,500
(0.02)"
닭밥,패밀리에프엔씨,"6,500
(0.02)"
두둠치밥,미르fnc,"6,500
(0.02)"
에그폭탄덮밥,(주)산들그린,"5,500
(0.02)"
등뼈연구소,밀포유,"5,400
(0.02)"
싸다구족발&보쌈,일당백푸드,"5,400
(0.02)"
통뼈감자탕,(주)명가,"5,300
(0.02)"
그집게장정식,(주)태백푸드,"4,950
(0.02)"
더진한 옹기전 돼지국밥,레인보우FC,"4,452
(0.01)"
한판곱창,한판곱창,"4,190
(0.01)"
감성낙곱새,(주)에이치엔푸드,"3,300
(0.01)"
단지 김치찜&김치찌개,(주)미래원에프앤씨,"3,300
(0.01)"
서초동찜갈비7059,서초동찜갈비교대점,"2,200
(0.01)"
도리삼도리,(주)이노에프앤에스,"2,200
(0.01)"
눈꽃육회,갓참치,"1,650
(0.01)"
앵두그리고찜닭,(주)제이스21,"1,100
(0.00)"
곱창플렉스,(주)푸드박스,"995
(0.00)"
정가네 곱창떡볶이,(주)홍리에프앤씨,"880
(0.00)"
오빠부대,원에프씨(주),"700
(0.00)"
한산주사골순댓국,한산주(주),"700
(0.00)"
이동진꼬끼오닭개장,(주)이동진꼬끼오닭개장,"250
(0.00)"
바비든든,(주)올리브홀딩스,"0
(0.00)"
불밤매운오징어볶음,(주)푸드박스,"0
(0.00)"
도리홀릭,(주)제이알디,"0
(0.00)"
쟁반집8292,(주)에스에이치푸드랩,"0
(0.00)"
대만족,(주)대만족,"0
(0.00)"
찜빠,(주)제이알디,"0
(0.00)"
